| dataset_value | algorithm_value | optimizer_value | scenario_value | x_value | RMSE | MAE | MI | CORRELATION | time_contamination | time_optimization | time_imputation |
| eegtest | mcar | mean | bayesian | 0.05 | 8.433475553010457 | 6.9114844897209995 | 0.0 | nan | 0.0008804798126220703 sec | 0 sec| 0.0005769729614257812 sec |
| eegtest | mcar | mean | bayesian | 0.1 | 6.542989245920088 | 5.077167240651493 | 0.0 | nan | 0.0011439323425292969 sec | 0 sec| 0.00031685829162597656 sec |
| eegtest | mcar | mean | bayesian | 0.2 | 6.37629275469924 | 4.9773693725997905 | 0.0 | nan | 0.001880645751953125 sec | 0 sec| 0.00015974044799804688 sec |
| eegtest | mcar | mean | bayesian | 0.4 | 6.962702950189337 | 5.307078142261075 | 0.0 | nan | 0.00509953498840332 sec | 0 sec| 0.0001590251922607422 sec |
| eegtest | mcar | mean | bayesian | 0.6 | 7.7622449420110975 | 5.7546449678340945 | 0.0 | nan | 0.01616382598876953 sec | 0 sec| 0.00019884109497070312 sec |
| eegtest | mcar | mean | bayesian | 0.8 | 7.5171284412874035 | 5.635220905491307 | 0.0 | nan | 0.05810260772705078 sec | 0 sec| 0.0001919269561767578 sec |
| eegtest | mcar | cdrec | bayesian | 0.05 | 1.7079963717336093 | 1.3609989435673788 | 1.5810612166655489 | 0.988834784115064 | 0.0002498626708984375 sec | 2.8600783348083496 sec| 0.05886530876159668 sec |
| eegtest | mcar | cdrec | bayesian | 0.1 | 1.6932508664465509 | 1.2460400265928886 | 1.2844941343131349 | 0.9655372470172325 | 0.0015423297882080078 sec | 2.8600783348083496 sec| 0.48232102394104004 sec |
| eegtest | mcar | cdrec | bayesian | 0.2 | 2.107404297932078 | 1.5011677523336748 | 1.0265953320384538 | 0.9455881323719708 | 0.014809370040893555 sec | 2.8600783348083496 sec| 1.6594407558441162 sec |
| eegtest | mcar | cdrec | bayesian | 0.4 | 2.2678834501507517 | 1.5995995828704508 | 0.9047032275507245 | 0.944239364199283 | 0.0811011791229248 sec | 2.8600783348083496 sec| 2.082904815673828 sec |
| eegtest | mcar | cdrec | bayesian | 0.6 | 2.858698883534777 | 1.910753779937903 | 0.6976850946950155 | 0.9290697443564866 | 0.09929680824279785 sec | 2.8600783348083496 sec| 3.5643811225891113 sec |
| eegtest | mcar | cdrec | bayesian | 0.8 | 3.5829692132620976 | 2.3371045845731144 | 0.5078697444201025 | 0.884404403375586 | 0.18033123016357422 sec | 2.8600783348083496 sec| 5.3608644008636475 sec |
